id;title;maker;culture;period;creation_date;object_name;medium;description;credit_line;filename;dimensions;element_type;size_s_m_l
22891;Cuisine ;MAN RAY;;;1931;photograph;photogravure;;Museum purchase;IMG_92.18.H.jpg;sheet: 10 13/16 x 14 3/4 in. (27.5 x 37.5 cm)image: 7 13/16 x 10 1/4 in. (19.8 x 26 cm)frame: 14 3/4 x 18 7/8 x 1 7/8 in. (37.5 x 47.9 x 4.8 cm);image;small
4284;Seeing Santa Claus;Thomas Nast;;;no date;engraving;steel engraving on paper;paper is probably alum-rosin sized;Gift of Mabel Nast Crawford and Cyril Nast;IMG_49.17.51.jpg;Overall: 11 9/16 x 8 3/4 in. (29.4 x 22.3 cm);Overall;medium
9139;Woman and Child by the Sea;Jean Baptiste Isabey;;;no date;painting;oil on panel;;Gift of  Barbara Howes Smith and Mrs. Richard D. Grant;IMG_74.13.jpg;Overall: 13 1/4 x 9 1/4 in. (33.7 x 23.5 cm);Overall;medium
11140;Poster for Sanchez exhibition at WCMA (Lawrence Hall);Emilio Sanchez;;;1978;lithograph;color lithograph on paper;;Gift of the artist;IMG_78.18.1.jpg;frame: 22 1/4 x 16 1/4 in. (56.5 x 41.2 cm);;
19524;River Scene;Eugène Louis Boudin;;;1891;watercolor;watercolor on paper;;Museum purchase;IMG_47.3.jpg;Overall: 8 5/8 x 6 7/16 in. (21.9 x 16.3 cm)frame: 15 3/8 x 12 5/16 in. (39 x 31.3 cm);Overall;small
8912;Black Beetle;Henry DiSpirito;;;ca. 1954;sculpture;stone;;Gift of the artist;IMG_55.10.jpg;Overall: 7 1/2 x 6 5/16 x 11 5/8 in. (19 x 16 x 29.5 cm);Overall;small
2700;A man and a horse;Marino Marini;;;1949;drawing;ink and gouache on paper;;Museum purchase;IMG_50.6.jpg;Overall: 15 9/16 x 11 11/16 in. (39.5 x 29.7 cm)frame: 21 1/16 x 16 15/16 in. (53.5 x 43 cm);Overall;medium
6991;Head of Old Man;George Wooliscroft Rhead;;;no date;etching;etching on paper;;Anonymous gift;IMG_92.17.57.jpg;sheet: 14 13/16 x 10 13/16 in. (37.6 x 27.5 cm)plate: 8 15/16 x 6 in. (22.7 x 15.3 cm);sheet;medium
713;Landscape with water;Philip Gilbert Hamerton;;;no date;etching;etching on paper;two landscapes on one plate;Anonymous gift;IMG_92.17.52.B.jpg;sheet: 18 1/8 x 13 3/4 in. (46 x 34.9 cm)plate: 3 x 5 13/16 in. (7.6 x 14.8 cm);sheet;medium
5019;The Roman Fleet Victorious over the Carthaginians at the Battle of Cape Ecnomus off the coast of Sicily during the First Punic War;Pierre Francois Tardieu;;;1763;engraving;engraving on paper;trimmed;Anonymous gift;IMG_92.17.137.jpg;sheet: 9 1/16 x 16 1/8 in. (23 x 41 cm);sheet;medium
12009;Landscape with Cattle and Buildings;Aelbert Cuyp;;;17th century;drawing;chalk and wash on paper;;Gift of George S. Abrams;IMG_78.40.1.jpg;Overall: 3 3/8 x 10 1/8 in. (8.5 x 25.7 cm)frame: 15 1/4 x 19 5/16 in. (38.7 x 49 cm);Overall;small
10845;Untitled;Anonymous (French);;;ca. mid 17th c.;drawing;ink on paper;;Gift of Peggie Dwight;IMG_91.40.6.jpg;sheet: 8 5/16 x 12 1/8 in. (21.1 x 30.8 cm)frame: 16 9/16 x 19 3/4 in. (42 x 50.2 cm);sheet;medium
8858;Bath;Richard Diebenkorn;;;1960;painting;oil on canvas;;Bequest of Lawrence H. Bloedel; Class of 1923;IMG_77.9.32.jpg;frame: 68 1/8 x 63 in. (173 x 160 cm);
2177;Two Stumps of Driftwood;Philip Gilbert Hamerton;;;no date;etching;etching on paper;;Anonymous gift;IMG_92.17.53.jpg;sheet: 13 3/4 x 18 1/16 in. (35 x 45.8 cm)plate: 5 7/8 x 10 7/16 in. (14.9 x 26.5 cm);sheet;medium
11201;Landscape with River;Philip Gilbert Hamerton;;;no date;etching;etching on paper;two landscapes on one plate;Anonymous gift;IMG_92.17.51.B.jpg;sheet: 18 1/8 x 13 3/4 in. (46 x 34.9 cm)plate: 6 7/8 x 6 1/8 in. (17.4 x 15.5 cm);sheet;medium
14342;Weymouth Bay;Maxime Lalanne;;;1873;engraving;engraving on paper;;Anonymous gift;IMG_92.17.129.jpg;sheet: 9 13/16 x 13 3/4 in. (25 x 34.9 cm)plate: 6 5/16 x 8 1/16 in. (16.1 x 20.5 cm);sheet;medium
6294;M. Thiers;Léon Joseph Florentin Bonnat;;;no date;etching;etching;;Anonymous gift;IMG_92.17.110.A.jpg;Overall: 8 15/16 x 6 7/16 in. (22.7 x 16.3 cm);Overall;small
12913;Landscape with Castle;Philip Gilbert Hamerton;;;no date;etching;etching on paper;two landscapes on one plate;Anonymous gift;IMG_92.17.51.A.jpg;sheet: 18 1/8 x 13 11/16 in. (46 x 34.8 cm)plate: 4 1/2 x 3 1/8 in. (11.5 x 8 cm);sheet;medium
13101;Bergère (chair);French;;;c. 1740-1775;furniture;beechwood;yellow damask upholstered arm chair;Bequest of Mary Hayward Weir;IMG_69.4.jpg;Overall: 13 3/16 x 9 7/16 x 7 5/16 in. (33.5 x 24 x 18.5 cm);Overall;medium
9434;U.S. Marines;Bruce Moore et al.;;;c. 1910-1920;poster;poster;;Anonymous gift;TN_39.1.196.JPG;Overall: 40 1/8 x 30 in. (101.9 x 76.2 cm);Overall;large
20808;Interior of the Vatican Library;Victor Navlet;;;1870;painting;oil on canvas;;Gift of Mrs. John W. Field in memory of her husband;IMG_1887.1.55.jpg;Overall: 6 15/16 x 9 13/16 in. (17.6 x 25 cm);Overall;small
11895;Fob the Cat;Edward Lear;;;no date;drawing;sepia ink on paper;;Bequest of Jane T. Ritchie;IMG_85.24.15.jpg;image: 4 1/16 x 4 15/16 in. (10.3 x 12.5 cm)frame: 9 3/4 x 10 1/8 in. (24.8 x 25.7 cm);image;small
6024;Harbor Scene;attributed to Willem van Drillenburg;;;no date;painting;oil on panel;;Gift of Horace Mayer;IMG_61.19.jpg;Overall: 23 5/16 x 32 7/8 in. (59.2 x 83.5 cm)frame: 33 3/8 x 42 1/2 in. (84.7 x 108 cm);Overall;large
12385;Landscape with Covered Bridge;Thomas R. Curtin;;;no date;painting;oil on canvas board;;Gift of Judy and John Curtin;IMG_87.11.1.jpg;Overall: 10 1/16 x 14 in. (25.5 x 35.5 cm);Overall;medium
7984;Birches;Thomas R. Curtin;;;1930-40's ?;painting;oil on canvas;;Gift of Judy and John Curtin;IMG_87.11.3.jpg;Overall: 24 x 32 1/16 in. (61 x 81.5 cm);Overall;large
9660;Pole Screen;Eastern Massachusetts;;;c. 1795-1820;furniture;mahogany;;Gift of Judge Irwin Untermyer;TN48.29.jpg;Overall: 55 1/8 in. (140 cm);Overall;small
3526;Life without End;Gilbert and George;;;1982;installation;hand dyed black and white photographs;;Museum purchase; Kathryn Hurd Fund;IMG_85.29.jpg;large: 13 13/16 x 36 3/16 ft (4.22 x 11.02 m);
10244;Exhibition Poster from Museo d'Art Moderna; Venezia;Mark Rothko;;;no date;poster;color lithograph on paper;;Museum purchase; Karl E. Weston Memorial Fund;IMG_72.23.jpg;frame: 39 3/4 x 26 in. (101 x 66 cm)
4203;Untitled: Female performer on stage;after Henri de Toulouse-Lautrec;;;no date;print;reproduction | print;"note with print, ""repro""";Anonymous gift;IMG_RC.4.15.jpg;sheet: 18 7/8 x 14 7/8 in. (48 x 37.8 cm)plate: 13 9/16 x 11 5/16 in. (34.5 x 28.7 cm);sheet;medium
10898;Horse;Rosa Bonheur;;;1867;drawing;pencil on paper;;Gift of Mrs. Carl S. Hoar;IMG_56.6.B.jpg;frame: 12 3/16 x 15 3/16 in. (31 x 38.5 cm);;
19269;Landscape with house and bridge;Philip Gilbert Hamerton;;;no date;etching;etching on paper;two landscapes on one plate;Anonymous gift;IMG_92.17.52.A.jpg;sheet: 18 1/8 x 13 3/4 in. (46 x 34.9 cm)plate: 3 x 4 7/16 in. (7.6 x 11.2 cm);sheet;medium
22881;Veere;Carel Nicholaas Storm van's-Gravesande;;;no date;etching;etching on paper;;Anonymous gift;IMG_92.17.94.JPG;sheet: 11 7/16 x 15 9/16 in. (29 x 39.5 cm)plate: 8 11/16 x 12 5/8 in. (22 x 32 cm);sheet;medium
11095;Chez Pannier Edit;Charles Émile Jacque;;;1881;lithograph;lithograph;;Museum purchase;IMG_66.18.jpg;Overall: 10 7/16 x 8 3/8 in. (26.5 x 21.2 cm);Overall;medium
673;Untitled: Family in interior;Lalaurs;;;no date;etching;etching on paper;;Gift of Miss Louise Kellogg;IMG_56.7.4.jpg;sheet: 10 5/8 x 12 3/8 in. (27 x 31.5 cm)image: 8 1/8 x 9 7/8 in. (20.7 x 25.1 cm);image;medium
4096;Untitled: Three figures in an interior;Paul Edme LeRat;;;1869;etching;etching on paper;;Gift of Miss Louise Kellogg;IMG_56.7.3.jpg;sheet: 10 1/4 x 12 15/16 in. (26.1 x 32.9 cm)image: 7 1/2 x 9 1/8 in. (19 x 23.1 cm);image;small
14749;Untitled: Torreador;Augustin Mongin;;;1869;etching;etching on paper;;Gift of Miss Louise Kellogg;IMG_56.7.2.jpg;sheet: 12 13/16 x 7 3/4 in. (32.6 x 19.7 cm)image: 10 1/8 x 5 9/16 in. (25.7 x 14.2 cm);image;small
13166;Untitled: Man offering umbrella to woman in rain;Nicolas Martinez;;;1875;etching;etching on paper;;Gift of Miss Louise Kellogg;IMG_56.7.1.jpg;sheet: 12 7/8 x 9 15/16 in. (32.7 x 25.3 cm)image: 10 1/16 x 7 1/2 in. (25.5 x 19 cm);image;small
12672;Sladami Ojaców Naszych...Following the Paths of our Fathers in the Ranks of the Polish Army for Motherland and Freedom;Wladislaw Theodore Benda;;;c. 1910-1920;poster;poster;;Anonymous gift;TN_39.1.50.JPG;Overall: 35 7/8 x 32 in. (91.2 x 81.3 cm);Overall;large
13861;I have time to appreciate small beautiful things...;Rube Goldberg;;;no date;drawing;ball-point pen on paper;;Gift of George W. George;IMG_82.26.65.jpg;Overall: 11 x 8 9/16 in. (27.9 x 21.7 cm);Overall;medium
7188;There's one sport...;Rube Goldberg;;;no date;drawing;ball-point pen on paper;;Gift of George W. George;IMG_82.26.67.jpg;Overall: 11 x 8 9/16 in. (27.9 x 21.7 cm);Overall;medium
4723;Preparatory sketch for a cartoon;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.68.jpg;Overall: 11 x 8 9/16 in. (27.9 x 21.7 cm);Overall;medium
3546;Preparatory sketch for a cartoon;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.69.jpg;Overall: 11 x 8 1/2 in. (27.9 x 21.6 cm);Overall;medium
2746;Preparatory sketch for cartoon;Rube Goldberg;;;no date;drawing;pen and ink on paper;;Gift of George W. George;IMG_82.26.70.jpg;Overall: 8 1/2 x 11 in. (21.6 x 28 cm);Overall;medium
14123;Preparatory sketch for a cartoon;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.71.jpg;Overall: 11 7/16 x 8 7/8 in. (29 x 22.6 cm);Overall;medium
12527;Preparatory sketch for a cartoon;Rube Goldberg;;;no date;drawing;ink on paper;;Gift of George W. George;IMG_82.26.72.jpg;Overall: 11 x 8 1/2 in. (28 x 21.6 cm);Overall;medium
2259;Preparatory Sketch for a Cartoon;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.73.jpg;Overall: 11 7/16 x 8 15/16 in. (29.1 x 22.7 cm);Overall;medium
3436;Preparatory sketch for cartoon;Rube Goldberg;;;no date;drawing;ink on paper;;Gift of George W. George;IMG_82.26.74.jpg;Overall: 11 x 8 1/2 in. (27.9 x 21.6 cm);Overall;medium
9863;Preparatory sketch for cartoon;Rube Goldberg;;;no date;drawing;ink on paper;;Gift of George W. George;IMG_82.26.75.jpg;Overall: 8 1/2 x 11 in. (21.6 x 28 cm);Overall;medium
8060;Preparatory sketch for a cartoon;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.76.jpg;Overall: 11 x 8 1/2 in. (28 x 21.6 cm);Overall;medium
12998;Preparatory sketch for cartoon;Rube Goldberg;;;no date;drawing;pen on paper;;Gift of George W. George;IMG_82.26.77.jpg;Overall: 11 x 8 1/2 in. (28 x 21.6 cm);Overall;medium
12688;Preparatory sketch for a cartoon;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.78.jpg;Overall: 7 7/8 x 8 1/2 in. (20 x 21.6 cm);Overall;small
14043;Preparatory sketch for a cartoon;Rube Goldberg;;;no date;drawing;ink on paper;;Gift of George W. George;IMG_82.26.79.V.jpg;Overall: 8 1/2 x 11 in. (21.6 x 28 cm);Overall;medium
15363;Preparatory sketch for a cartoon;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.80.jpg;Overall: 11 x 8 1/2 in. (27.9 x 21.6 cm);Overall;medium
19571;Preparatory sketch for a cartoon;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.81.jpg;Overall: 11 x 8 1/2 in. (27.9 x 21.6 cm);Overall;medium
753;Preparatory sketch for a cartoon (Group of figures);Rube Goldberg;;;c. 1960;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.82.jpg;Overall: 8 9/16 x 11 in. (21.7 x 27.9 cm);Overall;medium
19272;Preparatory sketch for cartoon;Rube Goldberg;;;no date;drawing;pen on paper;;Gift of George W. George;IMG_82.26.83.jpg;Overall: 11 x 8 7/16 in. (28 x 21.5 cm);Overall;medium
20953;Bowery (?) waiting;Rube Goldberg;;;no date;drawing;ink on paper;;Gift of George W. George;IMG_82.26.84.jpg;Overall: 11 x 8 1/2 in. (27.9 x 21.6 cm);Overall;medium
1970;Preparatory sketch for a cartoon;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.85.jpg;Overall: 11 x 8 1/2 in. (28 x 21.6 cm);Overall;medium
14071;Preparatory sketch for a cartoon;Rube Goldberg;;;no date;drawing;ink on paper;;Gift of George W. George;IMG_82.26.86.jpg;Overall: 11 x 8 1/2 in. (27.9 x 21.6 cm);Overall;medium
8075;Preparatory sketch for a cartoon;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.87.jpg;Overall: 11 x 8 1/2 in. (27.9 x 21.6 cm);Overall;medium
2378;Preparatory sketch for cartoon;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.27.jpg;Overall: 11 x 8 9/16 in. (28 x 21.7 cm);Overall;medium
7807;Woman and Eggbeater;Rube Goldberg;;;c. 1960;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.29.jpg;Overall: 11 x 8 1/2 in. (28 x 21.6 cm);Overall;medium
7605;Office Ballet;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.31.jpg;Overall: 8 9/16 x 11 in. (21.7 x 28 cm);Overall;medium
12468;Preparatory sketch for cartoon;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.33.jpg;Overall: 11 x 8 9/16 in. (28 x 21.7 cm);Overall;medium
21300;Preparatory sketch for cartoon;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.34.jpg;Overall: 11 x 8 9/16 in. (28 x 21.7 cm);Overall;medium
465;Feet Movie;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.36.jpg;Overall: 8 15/16 x 11 7/16 in. (22.7 x 29 cm);Overall;medium
12963;Preparatory sketch for cartoon;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.38.jpg;Overall: 11 7/16 x 8 7/8 in. (29 x 22.6 cm);Overall;medium
925;Preparatory sketch for cartoon;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.40.jpg;Overall: 8 3/8 x 11 in. (21.3 x 28 cm);Overall;medium
7293;Supreme Court/Gayer costume;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.42.jpg;Overall: 11 x 8 1/2 in. (28 x 21.6 cm);Overall;medium
5689;Preparatory sketch for a cartoon;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.43.jpg;Overall: 11 3/8 x 8 15/16 in. (28.9 x 22.7 cm);Overall;medium
10635;Preparatory sketch for a cartoon;Rube Goldberg;;;no date;drawing;ink and pencil on paper;;Gift of George W. George;IMG_82.26.45.jpg;Overall: 11 x 8 1/2 in. (27.9 x 21.6 cm);Overall;medium
661;Preparatory sketch for a cartoon;Rube Goldberg;;;no date;drawing;pen on paper;;Gift of George W. George;IMG_82.26.47.jpg;Overall: 11 7/16 x 8 7/8 in. (29 x 22.6 cm);Overall;medium
4167;Preparatory sketch for a cartoon;Rube Goldberg;;;no date;drawing;pen on paper;;Gift of George W. George;IMG_82.26.49.jpg;Overall: 11 7/16 x 8 7/8 in. (29 x 22.6 cm);Overall;medium
10351;Preparatory sketch for a cartoon;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.51.jpg;Overall: 8 1/2 x 11 in. (21.6 x 28 cm);Overall;medium
20912;Preparatory sketch for a cartoon;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.52.jpg;Overall: 8 1/2 x 11 in. (21.6 x 28 cm);Overall;medium
6876;The Um-Hah-Hah Family;Rube Goldberg;;;no date;drawing;pencil and typewritten on paper;;Gift of George W. George;IMG_82.26.54.jpg;Overall: 11 x 8 1/2 in. (28 x 21.6 cm);Overall;medium
12156;I can still dance contact style;Rube Goldberg;;;no date;drawing;ball-point pen on paper;;Gift of George W. George;IMG_82.26.58.jpg;Overall: 11 x 8 9/16 in. (27.9 x 21.7 cm);Overall;medium
4398;I've learned to pass a line of head waiters;Rube Goldberg;;;no date;drawing;ball-point pen on paper;;Gift of George W. George;IMG_82.26.59.jpg;Overall: 11 x 8 9/16 in. (27.9 x 21.7 cm);Overall;medium
994;Preparatory sketch for a cartoon;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.39.jpg;Overall: 11 x 8 1/2 in. (28 x 21.6 cm);Overall;medium
7635;Even the page-boy is often surprised: The Boob Family;Rube Goldberg;;;no date;drawing;pen and ink over pencil on cardboard;;Gift of George W. George;IMG_82.26.6.jpg;Overall: 11 1/2 x 25 5/8 in. (29.2 x 65.1 cm);Overall;medium
20093;International Polo will have us doing everything on horseback;Rube Goldberg;;;no date;drawing;ink on paper;paper is Strathmore drawing board;Gift of George W. George;IMG_82.26.11.jpg;Overall: 6 11/16 x 21 1/8 in. (17 x 53.6 cm);Overall;medium
3883;Preparatory sketch for cartoon;Rube Goldberg;;;no date;drawing;pen on paper;;Gift of George W. George;IMG_82.26.14.jpg;Overall: 8 3/8 x 11 in. (21.3 x 28 cm);Overall;medium
8833;Preparatory sketch for cartoon;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.17.jpg;Overall: 11 x 8 1/2 in. (28 x 21.6 cm);Overall;medium
8132;Preparatory sketch for cartoon (t-rex skeleton and pliers);Rube Goldberg;;;c. 1960;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.20.jpg;Overall: 8 1/2 x 11 in. (21.6 x 28 cm);Overall;medium
5594;Preparatory sketch for cartoon (Hands turn chandelier);Rube Goldberg;;;c. 1960;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.22.jpg;Overall: 11 x 8 1/2 in. (28 x 21.6 cm);Overall;medium
11005;Preparatory sketch for cartoon;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.25.jpg;Overall: 11 x 8 9/16 in. (28 x 21.7 cm);Overall;medium
6668;Preparatory sketch for a cartoon;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.30.jpg;Overall: 8 9/16 x 11 1/16 in. (21.7 x 28.1 cm);Overall;medium
19029;Escalator;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.37.jpg;Overall: 8 1/2 x 11 in. (21.6 x 28 cm);Overall;medium
8889;Preparatory sketch for cartoon;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.44.jpg;Overall: 11 x 8 1/2 in. (27.9 x 21.6 cm);Overall;medium
4968;Preparatory sketch for cartoon;Rube Goldberg;;;no date;drawing;pencil on paper;;Gift of George W. George;IMG_82.26.50.jpg;Overall: 11 x 8 1/2 in. (27.9 x 21.6 cm);Overall;medium
11723;"When people say ""You look great...""";Rube Goldberg;;;no date;drawing;ball-point pen on paper;;Gift of George W. George;IMG_82.26.57.jpg;Overall: 11 x 8 9/16 in. (27.9 x 21.7 cm);Overall;medium
5693;"Transparent Creatures Hunting New Victims (from ""General Dynamic F.U.N."")";Eduardo Luigi Paolozzi;;;1968;lithograph;color photo lithograph on paper;;Gift of Ben Wunsch through the Martin S. Ackerman Foundation;IMG_78.38.1.jpg;sheet: 14 15/16 x 9 15/16 in. (38 x 25.2 cm);sheet;medium
4524;"Ready to Sparkle Fashions (from ""General Dynamic F.U.N."")";Eduardo Luigi Paolozzi;;;1968;lithograph;color photo lithograph on paper;;Gift of Ben Wunsch through the Martin S. Ackerman Foundation;IMG_78.38.2.jpg;sheet: 14 15/16 x 9 15/16 in. (38 x 25.2 cm);sheet;medium
12301;"Almost Any Suburb (from ""General Dynamic F.U.N."")";Eduardo Luigi Paolozzi;;;1968;lithograph;color photo lithograph on paper;;Gift of Ben Wunsch through the Martin S. Ackerman Foundation;IMG_78.38.3.jpg;sheet: 14 15/16 x 9 15/16 in. (38 x 25.2 cm);sheet;medium
12791;"Early Metal Traits of 300 Geniuses (from ""General Dynamic F.U.N."")";Eduardo Luigi Paolozzi;;;1968;lithograph;color photo lithograph on paper;;Gift of Ben Wunsch through the Martin S. Ackerman Foundation;IMG_78.38.4.jpg;sheet: 14 15/16 x 9 15/16 in. (38 x 25.2 cm);sheet;medium
19335;"Calling Radio Free America (from ""General Dynamic F.U.N."")";Eduardo Luigi Paolozzi;;;1968;lithograph;color photolithograph;;Gift of Ben Wunsch through the Martin S. Ackerman Foundation;IMG_78.38.5.jpg;sheet: 14 15/16 x 9 15/16 in. (38 x 25.2 cm);sheet;medium
3347;"Synthetic Sirens in the Pink Light District (from ""General Dynamic F.U.N."")";Eduardo Luigi Paolozzi;;;1968;lithograph;color photo lithograph on paper;;Gift of Ben Wunsch through the Martin S. Ackerman Foundation;IMG_78.38.6.jpg;sheet: 14 15/16 x 9 15/16 in. (38 x 25.2 cm);sheet;medium
4372;"Astute Sizing Up Perfume Trends (from ""General Dynamic F.U.N."")";Eduardo Luigi Paolozzi;;;1968;lithograph;color photo lithograph on paper;;Gift of Ben Wunsch through the Martin S. Ackerman Foundation;IMG_78.38.7.jpg;sheet: 14 15/16 x 9 15/16 in. (38 x 25.2 cm);sheet;medium
7419;"Cary Grant as a Male War Bride (from ""General Dynamic F.U.N."")";Eduardo Luigi Paolozzi;;;1968;lithograph;color photo lithograph on paper;;Gift of Ben Wunsch through the Martin S. Ackerman Foundation;IMG_78.38.8.jpg;sheet: 14 15/16 x 9 15/16 in. (38 x 25.2 cm);sheet;medium
11633;"Why Children Commit Suicide...Read Next Month's Issue (from ""General Dynamic F.U.N."")";Eduardo Luigi Paolozzi;;;1968;lithograph;color photo lithograph on paper;;Gift of Ben Wunsch through the Martin S. Ackerman Foundation;IMG_78.38.9.jpg;sheet: 14 15/16 x 9 15/16 in. (38 x 25.2 cm);sheet;medium
9799;"An Empire of Silly Statistics...A Fake War for Public Relations (from ""General Dynamic F.U.N."")";Eduardo Luigi Paolozzi;;;1968;lithograph;color photo lithograph on paper;;Gift of Ben Wunsch through the Martin S. Ackerman Foundation;IMG_78.38.10.jpg;sheet: 9 15/16 x 14 15/16 in. (25.2 x 38 cm);sheet;medium
10730;"Frank Lloyd Wright Says...Tough Times (from ""General Dynamic F.U.N."")";Eduardo Luigi Paolozzi;;;1968;lithograph;color photo lithograph on paper;;Gift of Ben Wunsch through the Martin S. Ackerman Foundation;IMG_78.38.11.jpg;sheet: 14 15/16 x 9 15/16 in. (38 x 25.2 cm);sheet;medium
3853;"The Impossible Dream...It's All The Same (from ""General Dynamic F.U.N."")";Eduardo Luigi Paolozzi;;;1968;lithograph;color photo lithograph on paper;;Gift of Ben Wunsch through the Martin S. Ackerman Foundation;IMG_78.38.12.jpg;sheet: 14 15/16 x 9 15/16 in. (38 x 25.2 cm);sheet;medium
19235;"Becoming is Meaning Like Nothing is Going (from ""General Dynamic F.U.N."")";Eduardo Luigi Paolozzi;;;1968;lithograph;color photo lithograph on paper;;Gift of Ben Wunsch through the Martin S. Ackerman Foundation;IMG_78.38.13.jpg;sheet: 14 15/16 x 9 15/16 in. (38 x 25.2 cm);sheet;medium
8351;"Sex Crime Wave Rolling High (from ""General Dynamic F.U.N."")";Eduardo Luigi Paolozzi;;;1968;screenprint;color screenprint on paper;;Gift of Ben Wunsch through the Martin S. Ackerman Foundation;IMG_78.38.14.jpg;sheet: 9 15/16 x 14 15/16 in. (25.2 x 38 cm);sheet;medium
13022;"Inside Down Under...What Are the Building Blocks of Structuralism? (from ""General Dynamic F.U.N."")";Eduardo Luigi Paolozzi;;;1968;lithograph;color photo lithograph on paper;;Gift of Ben Wunsch through the Martin S. Ackerman Foundation;IMG_78.38.15.jpg;sheet: 14 15/16 x 9 15/16 in. (38 x 25.2 cm);sheet;medium
12054;"Part One, Frozen Terror...Part Two, Fangs of Death (from ""General Dynamic F.U.N."")";Eduardo Luigi Paolozzi;;;1968;lithograph;color photo lithograph on paper;;Gift of Ben Wunsch through the Martin S. Ackerman Foundation;IMG_78.38.16.jpg;sheet: 14 15/16 x 9 15/16 in. (38 x 25.2 cm);sheet;medium
13779;"New Semester Reward of the Oppressed (from ""General Dynamic F.U.N."")";Eduardo Luigi Paolozzi;;;1968;lithograph;color photo lithograph on paper;;Gift of Ben Wunsch through the Martin S. Ackerman Foundation;IMG_78.38.17.jpg;sheet: 14 15/16 x 9 15/16 in. (38 x 25.2 cm);sheet;medium
4423;"Similar Remarks Apply to Uranium 235 (from ""General Dynamic F.U.N."")";Eduardo Luigi Paolozzi;;;1968;lithograph;color photo lithograph on paper;;Gift of Ben Wunsch through the Martin S. Ackerman Foundation;IMG_78.38.18.jpg;sheet: 14 15/16 x 9 15/16 in. (38 x 25.2 cm);sheet;medium
5519;"Animals as Aliens (from ""General Dynamic F.U.N."")";Eduardo Luigi Paolozzi;;;1968;lithograph;color photo lithograph on paper;;Gift of Ben Wunsch through the Martin S. Ackerman Foundation;IMG_78.38.20.jpg;sheet: 14 15/16 x 9 15/16 in. (38 x 25.2 cm);sheet;medium
19321;"Mumbling and Munching to Muzak (from ""General Dynamic F.U.N."")";Eduardo Luigi Paolozzi;;;1968;lithograph;color photo lithograph on paper;;Gift of Ben Wunsch through the Martin S. Ackerman Foundation;IMG_78.38.21.jpg;sheet: 14 15/16 x 9 15/16 in. (38 x 25.2 cm);sheet;medium
12633;"Comparative Research in Inexperienced Types (from ""General Dynamic F.U.N."")";Eduardo Luigi Paolozzi;;;1968;lithograph;color photo lithograph on paper;;Gift of Ben Wunsch through the Martin S. Ackerman Foundation;IMG_78.38.22.jpg;sheet: 9 15/16 x 14 15/16 in. (25.2 x 38 cm);sheet;medium
