id;title;maker;culture;period;creation_date;object_name;medium;description;credit_line;filename;dimensions;element_type;size_s_m_l
6509;Once Upon a Midnight Dreary;Ernest W. Watson;;;1943;woodcut;color woodcut on paper;"This dark illustration is based on the first line of Edgar Allen Poe's narrative poem ""The Raven"" (1845)";Gift of Dr. and Mrs. Gifford M. Lloyd;78_30_14.jpg;sheet: 8 3/16 x 10 3/4 in. (20.8 x 27.3 cm)image: 6 5/16 x 8 3/8 in. (16 x 21.3 cm);image;small
22321;Fox;Agnes Miller Parker;;;1940;engraving;wood engraving on paper;;Gift of Dr. and Mrs. Gifford M. Lloyd;78_30_15.jpg;sheet: 7 15/16 x 10 1/2 in. (20.1 x 26.7 cm);sheet;medium
19093;Reflection in Crystal;Asa Cheffetz;;;1946;engraving;wood engraving on paper;;Gift of Dr. and Mrs. Gifford M. Lloyd;78_30_16.jpg;sheet: 12 1/2 x 9 15/16 in. (31.8 x 25.3 cm)image: 7 11/16 x 5 7/8 in. (19.5 x 15 cm);image;small
19513;Black Stallion;Paul Landacre;;;1940;engraving;wood engraving on paper;;Gift of Dr. and Mrs. Gifford M. Lloyd;78_30_17.jpg;sheet: 7 7/8 x 10 1/2 in. (20 x 26.7 cm);sheet;medium
9729;Island Hay;Thomas Hart Benton;;;1945;lithograph;lithograph on paper;;Gift of Dr. and Mrs. Gifford M. Lloyd;78_30_18.jpg;sheet: 12 1/16 x 16 in. (30.7 x 40.7 cm)image: 9 15/16 x 12 5/8 in. (25.2 x 32 cm);image;medium
5298;Donkey in a Landscape;John Bernard Flannagan;;;c. 1930;watercolor;watercolor and charcoal over pencil on paper board;;Gift of Mrs. Walter L. Weil;80_19_2.jpg;Overall: 17 5/8 x 15 7/16 in. (44.8 x 39.2 cm);Overall;medium
20204;Simone Wearing a Large Bonnet; Seated in an Armchair;Mary Cassatt;;;c. 1904;drypoint;drypoint on paper;blue paper;Gift of Milton C. Rose; Class of 1927;81_31_33.jpg;plate: 11 11/16 x 9 3/8 in. (29.7 x 23.8 cm)frame: 22 7/8 x 16 15/16 in. (58.1 x 43.1 cm)
4120;Untitled;Larry Rivers;;;1977;drawing;graphite on prepared canvas;;Gift of Jeffrey Loria;82_24_1.jpg;Overall: 12 13/16 x 16 5/8 in. (32.5 x 42.3 cm);Overall;medium
671;Les Bonnes de Luxembourg;James Abbott McNeill Whistler;;;1894;lithograph;lithograph on paper;;Bequest of Jane T. Ritchie;85_24_56.jpg;sheet: 13 1/8 x 10 1/16 in. (33.3 x 25.5 cm)image: 7 7/8 x 6 1/8 in. (20 x 15.6 cm);image;small
3489;The Party Dress;Mary Cassatt;;;c. 1904;drypoint;drypoint on paper;visible watermark in center: Vanderley;Gift of Mr. and Mrs. Norman Hirschl;85_39_1.jpg;sheet: 13 11/16 x 8 1/16 in. (34.8 x 20.5 cm)plate: 8 1/8 x 5 11/16 in. (20.6 x 14.4 cm);sheet;medium
22675;Simone Resting her Head on the Back of a Chair;Mary Cassatt;;;c. 1904;drypoint;drypoint on paper;;Gift of Mr. and Mrs. Norman Hirschl;85_39_2.jpg;sheet: 12 1/8 x 9 7/16 in. (30.8 x 24 cm)plate: 7 5/8 x 7 1/16 in. (19.4 x 18 cm)frame: 17 1/8 × 15 1/8 × 1 5/8 in. (43.5 × 38.4 × 4.1 cm);sheet;medium
9467;Simone with Clasped Hands Looking Left;Mary Cassatt;;;c. 1904;drypoint;drypoint on paper;;Gift of Mr. and Mrs. Norman Hirschl;85_39_3.jpg;sheet: 12 3/16 x 9 13/16 in. (30.9 x 25 cm)plate: 7 3/16 x 5 5/8 in. (18.2 x 14.3 cm);sheet;medium
9584;Untitled;Carl A. Morris;;;after 1950?;aquatint?;aquatint print (?) or watercolor (?);;Bequest of Jane T. Ritchie;85_46_38.jpg;Overall: 11 3/8 x 8 3/4 in. (28.9 x 22.2 cm);Overall;medium
20040;Untitled;Jack Sal;;;1986;watercolor;watercolor and pencil on paper;;Gift of the artist;88_12.jpg;Overall: 13 3/4 x 19 11/16 in. (35 x 50 cm);Overall;medium
3598;The Two Doorways;James Abbott McNeill Whistler;;;1880;etching;etching and drypoint;;Gift of the Gillet Lefferts Family;91_30.jpg;sheet: 7 7/8 x 11 7/16 in. (20 x 29.1 cm);sheet;medium
15356;Patty Stringing Beads;Elisabeth Telling;;;1927;drypoint;drypoint;;Anonymous gift;92_17_46.jpg;sheet: 8 11/16 x 6 3/4 in. (22 x 17.1 cm)plate: 6 7/8 x 5 3/8 in. (17.5 x 13.7 cm);sheet;small
11270;Untitled: View of an island with palm trees;Peter Blume;;;c. 1960's;drawing;pen and ink on paper;;Museum purchase;93_1_11.jpg;Overall: 3 5/8 x 9 in. (9.2 x 22.9 cm);Overall;small
3902;Unsafe Tenement;James Abbott McNeill Whistler;;;1858;etching;etching;;Gift of Nancy Breslin;95_6.jpg;plate: 6 1/4 x 8 15/16 in. (15.9 x 22.7 cm)frame: 15 1/16 x 17 5/16 in. (38.2 x 44 cm);;
13057;Accents in Red;Charles William Smith;;;no date;painting;painting on paper;According to contemporary articles in 1946; Smith devised a painting technique combing features of oil painting and block printing.;Museum purchase;1946;PA_74_A.jpg;
12510;Steep and Rocky Shore;Eugène Métour;;;1926;etching;etching;;Gift of the artist;PRA_3.jpg;sheet: 14 3/16 x 9 5/16 in. (36.1 x 23.6 cm)plate: 9 1/8 x 6 in. (23.1 x 15.2 cm);sheet;medium
3858;"Preliminary sketch for ""For Charlie"" sculpture in Mission Park, Williams College";John Safer;;;before 1985;drawing;ink on board;;Gift of the artist;RC_29.jpg;sheet: 20 1/16 x 15 1/8 in. (51 x 38.4 cm);sheet;medium
22018;View of Griffin Hall;George Taylor Plowman;;;no date;etching;etching on paper;;Gift of Mrs. George T. Plowman;32_1.jpg;sheet: 11 x 9 13/16 in. (28 x 25 cm)plate: 8 x 5 7/8 in. (20.3 x 15 cm);sheet;medium
9373;Succoth;Isaac Witkin;;;1975;sculpture;steel;Located in the central lawn of Greylock Quad. East of Carter House and south of Gladden House;Gift of Jacques and Donatella Lennon;IMG_91.2.1 (5).jpg;large: 10 x 9 x 19 ft (3.05 x 2.74 x 5.79 m);;
13369;Driving the Ox-Cart;Ruth Starr Rose;;;1937;lithograph;lithograph on paper;;Museum purchase;38_22_1.jpg;sheet: 16 1/16 x 11 7/8 in. (40.8 x 30.1 cm)image: 13 7/16 x 9 9/16 in. (34.1 x 24.3 cm);image;medium
13348;Twenty Years On the Take by Blaine;Thomas Nast;;;1884;drawing;ink and pencil on artist board;"embossed ""Bristol""";Gift of Mabel Nast Crawford and Cyril Nast;49_17_5.jpg;Overall: 20 15/16 x 16 7/8 in. (53.2 x 42.9 cm);Overall;large
1066;Free Whistler;Thomas Nast;;;no date;drawing;ink and pencil on artist board;"""Whatman"" watermark";Gift of Mabel Nast Crawford and Cyril Nast;49_17_6.jpg;Overall: 20 9/16 x 16 1/16 in. (52.2 x 40.8 cm);Overall;large
11102;Our Flag Flys Pretty Freely Just Now;Thomas Nast;;;1893;drawing | print;ink on paper adhered to artist board;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_7.jpg;Overall: 9 1/4 x 12 3/8 in. (23.5 x 31.5 cm);Overall;medium
2506;Every Voter Shall Have an Office and Be Pensioned;Thomas Nast;;;1889;drawing;pen and ink on illustration board;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_8.jpg;Overall: 11 1/4 x 17 5/8 in. (28.5 x 44.7 cm);Overall;medium
9674;Another Revenue Measure for More Surplus;Thomas Nast;;;no date;drawing;pen and ink with pencil on illustration board;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_9.jpg;Overall: 10 1/16 x 6 7/16 in. (25.5 x 16.4 cm);Overall;small
1748;"A Natural Question After Christmas ""Mamma, Do Turkeys Get Alive?""";Thomas Nast;;;no date;drawing;pen and ink and pencil on paper;proof for publication?;Gift of Mabel Nast Crawford and Cyril Nast;49_17_10.jpg;Overall: 11 1/16 x 9 7/16 in. (28.1 x 24 cm);Overall;medium
8082;Court Jester;Thomas Nast;;;no date;drawing;ink and pencil on artist board;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_13.jpg;Overall: 13 3/4 x 9 5/16 in. (35 x 23.6 cm);Overall;medium
21164;The Handy Man of the Houses;Thomas Nast;;;1889;drawing;ink and pencil on artist board;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_14.jpg;Overall: 16 1/4 x 12 3/8 in. (41.2 x 31.4 cm);Overall;medium
5474;Now What Do You Think of My Elephant;Thomas Nast;;;c. 1866;drawing;pencil on paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_17_r.jpg;Overall: 10 x 7 7/8 in. (25.4 x 20 cm);Overall;small
635;Beacons Field;Thomas Nast;;;no date;drawing;pen and ink and pencil on paper;on coated paper with a woodpulp fiber core;Gift of Mabel Nast Crawford and Cyril Nast;49_17_18.jpg;Overall: 8 7/8 x 3 1/16 in. (22.5 x 7.7 cm);Overall;small
1773;Untitled: Political figures;Thomas Nast;;;c. 1892;drawing;pencil on paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_19_r.jpg;Overall: 8 7/16 x 8 9/16 in. (21.5 x 21.8 cm);Overall;small
1639;Let Us Have War;Thomas Nast;;;no date;drawing;pencil on paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_20_r.jpg;Overall: 4 5/8 x 6 5/16 in. (11.8 x 16 cm);Overall;small
12528;A. Johnson Idea of Reconstruction and Congress's;Thomas Nast;;;no date;drawing;pen and ink and pencil on paper;ruled paper;Gift of Mabel Nast Crawford and Cyril Nast;49_17_22_r.jpg;Overall: 7 1/4 x 7 7/8 in. (18.4 x 20 cm);Overall;small
21215;The Political Andersville;Thomas Nast;;;no date;drawing;pencil on paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_23.jpg;Overall: 6 7/16 x 9 13/16 in. (16.3 x 25 cm);Overall;small
7654;The Great Campain has Commenced;Thomas Nast;;;no date;drawing;pencil on paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_24.jpg;Overall: 8 x 9 1/2 in. (20.3 x 24.2 cm);Overall;small
7156;The Campain has Commenced Sugar plumes;Thomas Nast;;;no date;drawing;pencil on paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_25.jpg;Overall: 6 1/16 x 5 3/8 in. (15.4 x 13.7 cm);Overall;small
10235;Untitled: Men at table;Thomas Nast;;;no date;drawing;charcoal on paper;brown dry media on tan paper;Gift of Mabel Nast Crawford and Cyril Nast;49_17_28.jpg;Overall: 9 11/16 x 12 9/16 in. (24.6 x 31.9 cm);Overall;medium
1759;Mrs. Shoddy;Thomas Nast;;;c. 1864;drawing;pen and ink on paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_29_r.jpg;Overall: 7 13/16 x 9 13/16 in. (19.8 x 25 cm);Overall;small
1521;The Wonder of the World;Thomas Nast;;;no date;drawing;pen and ink on paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_30.jpg;Overall: 7 7/8 x 12 3/16 in. (20 x 31 cm);Overall;medium
19550;At the Throats of Eight Millions of People in the South;Thomas Nast;;;no date;drawing;pencil on paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_31.jpg;Overall: 9 13/16 x 11 15/16 in. (25 x 30.3 cm);Overall;medium
4881;Bounty;Thomas Nast;;;no date;drawing;pencil on paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_32_r.jpg;Overall: 7 15/16 x 4 13/16 in. (20.2 x 12.3 cm);Overall;small
22058;Grant in the Field.  Impeachment;Thomas Nast;;;no date;drawing;pencil on paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_33.jpg;Overall: 10 1/4 x 10 5/8 in. (26 x 27 cm);Overall;medium
13126;Tammany Hall;Thomas Nast;;;no date;drawing;pencil on paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_34.jpg;Overall: 4 9/16 x 4 1/2 in. (11.6 x 11.4 cm);Overall;small
20392;Untitled: Cityscape;Thomas Nast;;;no date;drawing;pencil on paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_35.jpg;Overall: 3 1/16 x 10 5/8 in. (7.8 x 27 cm);Overall;small
8459;For France: Now that you are infallible you need my present longer;Thomas Nast;;;no date;drawing;pencil on paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_36_r.jpg;Overall: 7 5/16 x 5 5/8 in. (18.6 x 14.3 cm);Overall;small
8304;Which is the Greatest Orator;Thomas Nast;;;no date;drawing;pencil on lined paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_37_r.jpg;Overall: 15 3/4 x 12 5/16 in. (40 x 31.2 cm);Overall;medium
6269;Untitled: Costumed figures;Thomas Nast;;;no date;drawing;pencil on paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_38.jpg;Overall: 12 7/16 x 15 3/16 in. (31.6 x 38.5 cm);Overall;medium
4684;Scene 19. Sunset;Thomas Nast;;;no date;drawing;pencil on paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_39.jpg;Overall: 10 5/8 x 10 1/4 in. (27 x 26 cm);Overall;medium
9381;Untitled: Figures in landscape;Thomas Nast;;;no date;drawing;pencil on paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_41.jpg;Overall: 7 5/8 x 4 15/16 in. (19.3 x 12.6 cm);Overall;small
19600;The Bar Room;Thomas Nast;;;no date;drawing;pencil on paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_42.jpg;Overall: 5 3/16 x 8 3/4 in. (13.2 x 22.2 cm);Overall;small
1141;Untitled: Sun on the horizon;Thomas Nast;;;no date;drawing;pencil on paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_43.jpg;Overall: 4 7/8 x 11 13/16 in. (12.4 x 30 cm);Overall;small
320;(Our) Compromise with the South: To Have the Union As It Was;Thomas Nast;;;c. 1861-65;drawing;pen and ink on paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_44_r.jpg;Overall: 7 13/16 x 12 3/4 in. (19.8 x 32.4 cm);Overall;medium
3845;The Good For Nothings;Thomas Nast;;;c. 1868;drawing;pencil on paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_45_r.jpg;Overall: 8 1/2 x 11 in. (21.6 x 28 cm);Overall;medium
19822;Husband Hunting;Thomas Nast;;;c. 1869;drawing;pencil on paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_46_r.jpg;Overall: 10 x 7 15/16 in. (25.4 x 20.2 cm);Overall;small
21326;The Mormon Harem;Thomas Nast;;;no date;drawing;pen and ink on illustration board;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_49.jpg;Overall: 9 1/2 x 8 1/2 in. (24.1 x 21.6 cm);Overall;medium
19319;The Modern Amazon;Thomas Nast;;;c. 1868;drawing;pencil on paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_124_r.jpg;sheet: 5 3/8 x 6 5/16 in. (13.6 x 16 cm);sheet;small
11218;"Exhibition Poster for ""Sculpture of David Smith, Willard Gallery & Kleeman Gallery 1951-52""";David Smith;;;1952;print;color print on paper;printed from a steel plate. The original plate is owned by the artist's estate (per Smith Estate 8/08);Anonymous gift;52_22.jpg;sheet: 20 5/16 x 15 11/16 in. (51.6 x 39.9 cm);sheet;medium
3010;Altar;Clinton Cleveland;;;1970;etching;photo etching;"""not"" cyanotype";Museum purchase;73_41.jpg;sheet: 19 1/4 x 11 13/16 in. (48.9 x 30 cm)image: 12 1/2 x 8 1/8 in. (31.7 x 20.6 cm);image;medium
1490;Express Stop;Douglas Warner Gorsline;;;1948;etching;etching;;Museum purchase; Karl E. Weston Memorial Fund;84_24_3.jpg;plate: 6 7/16 x 5 7/8 in. (16.4 x 15 cm)frame: 14 5/8 x 11 11/16 in. (37.2 x 29.7 cm);
20670;Sunrise;Peter Max;;;no date;print;color print on paper;;Anonymous gift;85_13_4.jpg;sheet: 13 3/8 x 10 7/16 in. (33.9 x 26.5 cm)image: 9 x 7 5/8 in. (22.8 x 19.3 cm);image;small
2418;Bird;Ben Shahn;;;ca. 1950-69;print;black and red ink half-tone print on paper;;Bequest of Jane T. Ritchie;85_46_17.jpg;Overall: 10 x 13 in. (25.4 x 33 cm);Overall;medium
15922;Untitled (New York);John Marin;;;ca. 1913;etching;etching on paper;;Gift of Andrew S. Keck; Class of 1924 in honor of the 75th Anniversary of the Williams College Museum of Art;M_2001_7.jpg;frame: 16 15/16 x 20 7/8 x 9/16 in. (43 x 53 x 1.4 cm);
16079;untitled;William Grosvenor Congdon;;;1948;painting;gouache | gessoed | paper;;Bequest of the Estate of Honora Gifford;M_2004_2_3.jpg;(sight): 17 x 11 in. (43.2 x 27.9 cm)frame: 24 x 18 1/4 x 1 1/4 in. (61 x 46.4 x 3.2 cm);;
30190;A Day Off (LEAD SCREEN);June C. Wayne;;;1981;portfolio of prints;6 color lithographs and 1 title page;SEE individual screens M.2013.4.1.A-F;Gift of Robert Conway; Class of 1967;M_2013_4_1.jpg;;
30191;Stellar Winds (LEAD SCREEN);June C. Wayne;;;1981;portfolio of prints;11 prints; plus 5 additional prints;SEE individual screens M.2013.4.2.A-P;Gift of Robert Conway; Class of 1967;M_2013_4_2_A.jpg;
30192;Solar Flares (LEAD SCREEN);June C. Wayne;;;1981-1983;portfolio of prints;5 prints;SEE individual screens M.2013.4.3.A-E;Gift of Robert Conway; Class of 1967;M_2013_4_3_A.jpg;;
30193;My Palomar (LEAD SCREEN);June C. Wayne;;;1984-1985;portfolio of prints;9 prints;SEE individual screens M.2013.4.4.A-I;Gift of Robert Conway; Class of 1967;M_2013_4_4_A.jpg;;
30650;Figure Drawing Series No. 65;1968;Frank Lobdell;;;1968;drawing;graphite on paper;;Gift of The Frank Lobdell Trust;M_2014_23_9.jpg;17 × 13 7/8 in. (43.2 × 35.2 cm);
23044;Portrait of Mrs. Frances Graham;George Romney;;;1789-1790;painting;oil on canvas;;Gift of Mr. Edward W. Carter;61_23.jpg;Overall: 30 1/2 x 25 9/16 in. (77.5 x 65 cm)frame: 38 3/16 x 34 1/16 in. (97 x 86.5 cm);Overall;large
30838;Panning Annex (Albert);Ricci Albenda;;;2007;time-based media;video projection;The Panning Annex exists as a unique work within a series of three (plus one AP) drawn from a single 3D animation file common to all works.;Gift of Peter Norton;IMG_TL.2015.7.1_Albenda.jpg;site specific;;
30843;Haystacks;Jennifer Cho;;;2001;sculpture;compact discs;;Gift of Peter Norton;IMG_TL.2015.7.6_Cho.Haystacks.C.jpg;48 × 22 × 22 in. (121.9 × 55.9 × 55.9 cm);Overall;large
30844;Cherry Bomb;Susan Choi;;;1997;mixed media;mixed media on paper;;Gift of Peter Norton;IMG_TL.2015.7.7_Choi.JPG;61 × 53 in. (154.9 × 134.6 cm);Overall;large
30868;String of Pearls;Eric Magnuson;;;1995;time-based media;Digibeta archive master copy;30 minutes;Gift of Peter Norton;IMG_TL.2015.7.31_Magnuson.StringPearls.jpg;;;
30873;Porcelain Plate;Paul P.;;;2007;ceramic;ceramic;;Gift of Peter Norton;IMG_TL.2015.7.36_PaulP.JPG;diameter: 8 1/4 × 7/8 in. (21 × 2.2 cm);;
30879;100;Paul Ramirez Jonas;;;1995;installation;book of photographs;Installation piece. A folding book with 100 black and white photographs.;Gift of Peter Norton;IMG_TL.2015.7.42_Ramirez-Jonas.100.jpg;closed: 6 1/2 × 5 1/2 × 2 in. (16.5 × 14 × 5.1 cm)open:  6 1/4 in. x 43 1/2 ft  (15.9 × 1325.8 cm);Overall;small
30901;Dancing at Peckham;Gillian Wearing;;;1994;time-based media;Sony XBR KCA-boxBR videotape;25 minutes;Gift of Peter Norton;IMG_TL.2015.7.64_Wearing.jpg;;;
30956;La Marchande de moutarde;James Abbott McNeill Whistler;;;1858;etching;etching;;Gift of Sara D. and Thomas J. Loughman; MA'95;IMG_TL.2015.13.jpg;mat: 13 × 9 3/4 in. (33 × 24.8 cm);
5801;"After November 8th, ""You are not in it see!!!""";Thomas Nast;;;1892;drawing | print;ink on paper adhered to artist board;poor quality woodpulp core to create artist board;Gift of Mabel Nast Crawford and Cyril Nast;49_17_3.jpg;Overall: 22 1/16 x 14 in. (56.1 x 35.6 cm);Overall;medium
22215;British Free Trade Scare;Thomas Nast;;;1888;drawing;pen and ink on illustration board;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_4.jpg;Overall: 20 1/2 x 16 1/16 in. (52 x 40.8 cm);Overall;large
19372;Free Silver;Thomas Nast;;;no date;drawing;ink and pencil on artist board;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_12.jpg;Overall: 13 11/16 x 21 15/16 in. (34.8 x 55.8 cm);Overall;medium
12806;Whaler Saluda Chasing Whales in Artic (sic) Ocean;William O. Golding;;;1933;drawing;crayon and pencil on paper mounted on board;mounted to board (ao 7/25/95);Gift of Anne Waring Lane (Mrs. Mills Bee Lane);54_21_2.jpg;Overall: 9 x 11 15/16 in. (22.9 x 30.3 cm);Overall;medium
20034;Medieval Encounter;Joseph A. Kurhajec;;;1971;collage;collage;;Gift of Mr. and Mrs. George Prussin;77_53_59.jpg;Overall: 28 1/16 x 22 in. (71.2 x 55.9 cm);Overall;large
8314;"News (from ""News,Mews,Pews,Brews,Stews & Dues"")";Edward Ruscha;;;1970;screenprint;organic screenprint on paper;background pigment made from blackcurrant pie filling over red salmon roe;Gift of Richard Roth through the Martin S. Ackerman Foundation;78_35_1.jpg;image: 18 x 27 1/16 in. (45.7 x 68.7 cm)sheet: 23 1/16 x 31 7/8 in. (58.5 x 80.9 cm);sheet;large
7969;"Pews (from ""News,Mews,Pews,Brews,Stews & Dues"")";Edward Ruscha;;;1970;screenprint;organic screenprint on paper;background pigment made from Hershey's chocolate flavour syrup and Camp coffe and chicory essence with squid in ink;Gift of Richard Roth through the Martin S. Ackerman Foundation;78_35_3.jpg;image: 17 13/16 x 34 3/4 in. (45.3 x 88.3 cm)frame: 31 3/8 x 41 5/16 in. (79.7 x 105 cm);image;large
5316;"Brews (from ""News,Mews,Pews,Brews,Stews & Dues"")";Edward Ruscha;;;1970;screenprint;organic screenprint on paper;background pigment made from Axle grease over caviar;Gift of Richard Roth through the Martin S. Ackerman Foundation;78_35_4.jpg;sheet: 22 15/16 x 31 7/8 in. (58.3 x 81 cm);sheet;large
13960;"Dues (from ""News,Mews,Pews,Brews,Stews & Dues"")";Edward Ruscha;;;1970;screenprint;organic screenprint on paper;background pigment made from Branston pickle;Gift of Richard Roth through the Martin S. Ackerman Foundation;78_35_6.jpg;image: 18 1/16 x 26 15/16 in. (45.8 x 68.5 cm)sheet: 23 x 31 11/16 in. (58.4 x 80.5 cm);sheet;large
876;Cat;William Steig;;;after 1950;drawing;ink on paper;;Bequest of Jane T. Ritchie;85_46_3.jpg;Overall: 7 3/8 x 8 1/2 in. (18.8 x 21.6 cm);Overall;small
20872;Drawings for sculpture;James Rosati;;;1963;watercolor;watercolor and ink on paper;;Bequest of Jane T. Ritchie;85_46_8.jpg;Overall: 13 5/8 x 20 1/16 in. (34.6 x 51 cm);Overall;medium
29200;Untitled [2 figures; mask; breast];Val Telberg;;;ca. 1950;photograph;gelatin silver print;;Gift of the Estate Barbara W. Stuhlmann;M_2012_16_10.jpg;
19935;The Print Lover;Dwight Case Sturges;;;1931;drypoint;drypoint and etching on paper;;Gift of Mrs. Mary Winifred Towne Dickinson;41_16_2.jpg;sheet: 12 1/16 x 14 in. (30.6 x 35.5 cm)plate: 6 15/16 x 8 11/16 in. (17.7 x 22.1 cm);sheet;medium
740;Southern Street Scene;Stephen Parrish;;;no date;etching;etching on paper;;Gift of Mrs. Karl E. Weston;43_5_1.jpg;sheet: 16 5/16 x 12 in. (41.5 x 30.5 cm)plate: 8 15/16 x 6 9/16 in. (22.7 x 16.6 cm);sheet;medium
3584;The Old Bridge at Hartford;Charles Adams Platt;;;1885;etching;etching on paper;;Gift of Mrs. Karl E. Weston;43_5_2.jpg;sheet: 16 1/4 x 22 1/4 in. (41.3 x 56.5 cm)image: 11 9/16 x 17 1/2 in. (29.3 x 44.5 cm);image;medium
9034;Sampson Beware! Suffrage;Thomas Nast;;;no date;drawing;pencil on paper;;Gift of Mabel Nast Crawford and Cyril Nast;49_17_26.jpg;Overall: 5 11/16 x 9 5/8 in. (14.5 x 24.4 cm);Overall;small
11412;Kong Tong & Company;John William Joseph Winkler;;;1918;etching;etching on paper;;Bequest of Mrs. Mary Winifred Towne Dickinson;54_6_2.jpg;sheet: 7 x 8 3/4 in. (17.8 x 22.2 cm)plate: 5 1/4 x 6 5/8 in. (13.3 x 16.9 cm);sheet;small
7429;Les Loisirs;Adja Yunkers;;;1952;lithograph;color lithograph;;Gift of Barbara Howes Smith;68_36.jpg;sheet: 20 5/16 x 13 15/16 in. (51.6 x 35.4 cm)image: 19 1/8 x 13 1/2 in. (48.5 x 34.3 cm);image;medium
9659;Fryer;William Richard Crutchfield;;;1974;screenprint;color screenprint;;Gift of Mr. and Mrs. George Prussin;77_53_8.jpg;sheet: 17 5/8 x 14 9/16 in. (44.7 x 37 cm)image: 12 5/8 x 9 3/4 in. (32 x 24.8 cm);image;medium
1045;Untitled (D. VIII);Richard Howard Hunt;;;1974;screenprint;screenprint on paper;;Gift of Mr. and Mrs. George Prussin;77_53_43.jpg;Overall: 14 15/16 x 11 1/4 in. (38 x 28.5 cm);Overall;medium
12623;Untitled (D. VI);Richard Howard Hunt;;;1974;screenprint;screenprint on paper;;Gift of Mr. and Mrs. George Prussin;77_53_44.jpg;Overall: 15 1/8 x 11 1/4 in. (38.4 x 28.6 cm);Overall;medium
13930;Untitled (D. XI);Richard Howard Hunt;;;1974;screenprint;screenprint on paper;;Gift of Mr. and Mrs. George Prussin;77_53_45.jpg;Overall: 15 1/16 x 11 5/16 in. (38.2 x 28.8 cm);Overall;medium
7735;Untitled (D. X);Richard Howard Hunt;;;1974;screenprint;screenprint on paper;;Gift of Mr. and Mrs. George Prussin;77_53_46.jpg;Overall: 15 1/16 x 11 3/16 in. (38.2 x 28.4 cm);Overall;medium
19930;Untitled (D. IX);Richard Howard Hunt;;;1974;screenprint;screenprint on paper;;Gift of Mr. and Mrs. George Prussin;77_53_47.jpg;Overall: 15 1/16 x 11 1/4 in. (38.2 x 28.5 cm);Overall;medium
5425;Untitled (D. XIII);Richard Howard Hunt;;;1974;screenprint;screenprint on paper;;Gift of Mr. and Mrs. George Prussin;77_53_48.jpg;Overall: 11 1/4 x 14 15/16 in. (28.6 x 38 cm);Overall;medium
6476;Untitled (D. VII);Richard Howard Hunt;;;1974;screenprint;screenprint on paper;;Gift of Mr. and Mrs. George Prussin;77_53_49.jpg;Overall: 14 15/16 x 11 1/4 in. (38 x 28.5 cm);Overall;medium
20049;Untitled (D. XII);Richard Howard Hunt;;;1974;screenprint;screenprint on paper;;Gift of Mr. and Mrs. George Prussin;77_53_50.jpg;Overall: 11 1/4 x 15 1/16 in. (28.5 x 38.2 cm);Overall;medium
19635;Theta Woman Series;Knox Martin;;;1974;etching;color etching and aquatint;;Gift of Mr. and Mrs. George Prussin;77_53_55.jpg;sheet: 17 15/16 x 14 15/16 in. (45.5 x 37.9 cm)plate: 5 7/8 x 4 1/2 in. (15 x 11.5 cm);sheet;medium
2914;Theta Woman Series;Knox Martin;;;1974;etching;color etching and aquatint;;Gift of Mr. and Mrs. George Prussin;77_53_56.jpg;sheet: 17 15/16 x 14 15/16 in. (45.5 x 38 cm)plate: 6 x 4 1/2 in. (15.3 x 11.5 cm);sheet;medium
3370;Theta Woman Series;Knox Martin;;;1974;etching;color etching and aquatint;;Gift of Mr. and Mrs. George Prussin;77_53_57.jpg;sheet: 17 15/16 x 14 7/8 in. (45.5 x 37.8 cm)plate: 5 7/8 x 4 7/16 in. (15 x 11.2 cm);sheet;medium
